 sees three guys holding hands and not wearing socks why is the redacted lounge such a brothel ,13,0,98,0,5 7
 math 114 review deturck i am both wired and buzzed right now in some sense you can say i pregamed this session so i cant guarantee my arithmetic is accurate ,40,-1,162,-0.03333333333333333,5 9
outside vp i want to live in kcech forever l don t have to walk on locust 24 7 and see people ,28,1,98,0.045454545454545456,5 8
person 1 why are people watching basketball it s may person 2 isn t it the time for major league basketball or whatever it is ,5,0,133,0,5 5
 how does netflix make money outside copa during happy hour,3,3,61,0.3,5 10
in wawa at midnight finals is when you miss smoking bruh finals is when you start smoking ,9,-2,94,-0.11764705882352941,5 1
happy finals week ,30,3,18,1,5 6
 dude i don t think i ve learned anything in this class and even the things that i did learn i think they re fake student on courses including but not limited to cis 262 ,78,-2,176,-0.05714285714285714,5 8
there are two types of people those that lift and those that pull pull up to the party pull handle pull trig pull an all nighter pull out pull one over the ta s head so who are you this finals szn see more,0,0,225,0,5 9
overheard at hill lunch are you drunk no but in a much more real sense yes ,15,-2,81,-0.125,5 4
 also i need to buy a phone charger i ve been sleeping with guys just to charge my phone overheard phone conversation on locust,60,0,132,0,5 6
math 240 tutor overheard explaining spring mass systems so the force acting upwards is equal to the displacement times the spring constant this is called the hookers law ,10,0,175,0,5 9
 are reading days drinking days ,62,0,33,0,4 30
on an emo late night phone call is that all it is forgiveness is about taking an l ,4,0,88,0,5 8
 my pinterest isn t working i m like upset about it ,5,0,55,0,5 8
 ugly psets are a sexually transmitted disease that s why you have to wear a latex obvious virgin,4,-4,103,-0.2222222222222222,5 8
overheard in rodin college house there s too much darkness in life turn on the light ,14,-1,89,-0.0625,5 7
 getting a crepe at houston cashier anything else with that me do you have decaf cashier this is a college i d have cocaine before i d have decaf see more,45,0,163,0,5 3
overseen in van pelt undergrad study center finals season,7,0,60,0,5 6
person 1 wow campus is so nice today person 2 yeah she thicccccccc,10,8,72,0.6153846153846154,5 6
 i was able to fit all of russia onto one sheet of paper a restaurant near campus,0,1,86,0.058823529411764705,5 8
student receiving final exam is today the 7th professor i don t care put whatever you want i m too tired to remember ,5,1,126,0.043478260869565216,5 7
girl 1 he always laughs at my dad jokes girl 2 no he s too old don t do it girl 1 i made him crack up during office hours ______________________________________ update i ve seen his face and i think he s 59 he s not 59 he s totally not 59 see more,3,2,266,0.03773584905660377,5 7
at hillel what there are cars in china i thought there were only bicycles ,4,0,78,0,5 7
 ubb so why is it that everyone in america hates new jersey ,119,-3,63,-0.25,5 1
person 1 i made brownies they re really rich that s how i like them person 2 that s what i say about my men ,4,4,113,0.16,5 7
 it s not alcoholism until you graduate ,18,0,40,0,5 6
person 1 tomorrow is the last of my two exams then i just have a bunch of papers person 2 god are you even a stem kid ,11,1,125,0.037037037037037035,5 7
 senior looking at two test piles after exam i ll be honest i have no idea which one of you is my ta ,1,1,103,0.043478260869565216,5 7
door vp grand reading room gnaaaaahaaaaahhhhr you think i m finished yet aaaaaaahhhrhhaahhhhg,0,3,100,0.23076923076923078,5 7
 talking about a stat course person 1 do you use r person 2 yeah person 1 oh nice is it hard person 2 the letter r person 1 what s your major person 2 philosophy see more,68,3,198,0.08108108108108109,5 6
 well i m wearing plaid but that s because i m gay not a hipster ,5,0,66,0,5 6
 thank you for being a franz ,0,2,29,0.3333333333333333,5 7
 i can bring alcohol home but i can t make alcohol appear seasoned senior speaking the truth on the perfect amount to bring to a byo,3,3,137,0.11538461538461539,5 6
 talking about game of thrones in vp instead of studying night kings team is literally the lakers lebron and a bunch of bozos who can t support the main man omg you had an ice dragon bro how you fumble the bag like that really blew a 4 0 lead that shit was stupid come on you didn t put your trebuchets in the castle ,2,-2,333,-0.03076923076923077,5 5
 you gotta take that d to get that a overheard after office hours,21,0,66,0,5 2
 you re so dumb i hope you die before you can reproduce ,17,-4,58,-0.3333333333333333,5 5
 i wish i could clone myself so that half of me could do work and the other half could shower and sleep and stuff ,4,1,114,0.041666666666666664,5 5
overheard from highly rated cis professor machine learning is a disease,21,-1,72,-0.09090909090909091,5 3
hey watch me shotgun this bubble tea ,49,0,38,0,5 3
 4 plus 4 plus 10 equals 2 stem student,35,0,41,0,5 3
 what do you think is the cutest fish what about dolphins ,12,0,64,0,5 5
person 1 have you seen infinity wars person 2 yeah but i haven t seen avengers is that the same thing person 3 ,18,-1,122,-0.043478260869565216,5 1
overheard at mayer flooding noises,53,0,35,0,4 22
 two people at frontera do you think we should abolish ice no why not what are you going to do when the power goes out and you want to keep something cold ,0,0,167,0,5 5
boi at a bar crawl dude it s the private equity firm we pitched to ,2,0,71,0,5 4
 there s enough nick in me i don t need the nicotine a guy named nick saying no to the juul,23,-1,95,-0.047619047619047616,5 4
it s hard out here,4,-1,18,-0.2,5 4
me on an ubereats delivery of chinese food to hill house you know there s a chinese place right down the block right girl in gucci pajama outfit no kidding ,1,-2,168,-0.06666666666666667,5 5
 they call me the mumpy mamacita ,12,0,33,0,5 3
overseen in a weigle gsr ,23,0,27,0,5 4
 i m a capricorn but i don t have any capricorn qualities yes you do you re pre med overheard at van pelt,13,3,113,0.13043478260869565,5 3
 i heard emergen c is good for replenishing your vitamins after you drink so i just mixed it into my vodka ,38,3,108,0.14285714285714285,5 2
nothing s hotter than a stacked linkedin,24,0,40,0,"5 5,"
 i appreciate proofs when i don t have to write them m t student,12,2,67,0.14285714285714285,5 4
 honestly at this point i d be fine being an et al forever ,16,2,61,0.15384615384615385,4 17
 i haven t pulled trig in 2 weeks an engineer trigonometry ,21,0,65,0,4 27
 depression is my kink ,5,0,23,0,5 4
 i wash my face only with cold water i hate waiting for it to turn warm isn t it 5 seconds yeah but the anticipation girl who woke up at 2pm yesterday,0,0,160,0,5 4
 i don t why i m so hype right now i guess solidworks just gets me going meam 101 kid working on his final project as if we needed more evidence penngineers are basically robots,38,0,181,0,5 1
girl a this is the girl i m rooming with in new york says friend s name girl b oh cool let me search her up girl a did you just open linkedin instead of facebook ,33,2,176,0.05555555555555555,5 1
person 1 bro straighten your back person 2 i can t my back isn t straight i m a cis major overheard in hill,5,1,111,0.041666666666666664,5 3
what s the big succ no actually what is it ,0,0,44,0,5 3
 students will lie you will lie and its fine michael carchidi,4,2,67,0.18181818181818182,5 1
flashback friday 1981 82 i d like to see a hippie crucified on that wharton student who happened to be a marine corps infantry 3 tour vietnam veteran on running past the van pelt peace sign,1,4,203,0.1111111111111111,5 3
overheard houston person 1 have you ever thought about going into public service you d make a great politician person 2 nah i like money too much ,11,5,157,0.18518518518518517,5 3
overseen newly honored senior getting taken away in handcuffs hey day was never the same,5,2,90,0.13333333333333333,5 2
 my daughter told me i need to post more on twitter professor with two twitter accounts,6,0,89,0,4 30
 en 11 a os nunca he matado a un estudiante tengo un r cord in 11 years i ve never killed a student i have a record see original rate this translation,6,-3,161,-0.09375,5 1
 i wish i could insider trade but i don t have the connections yet aspiring businessman,0,1,91,0.0625,5 3
guy in nch s single elevator spits on the floor ,1,0,50,0,5 2
 men are trash but i m a garbage collector overheard in stommons,198,-1,65,-0.08333333333333333,4 29
 it s a talent to be able to slip in the fact that you re in huntsman in every conversation even if the topic is completely unrelated ,42,1,134,0.037037037037037035,5 1
 yo i m shlumped man how am i going to study you know the only solution right we need to get more high ,0,1,108,0.043478260869565216,5 2
 there s no use worrying about the future because there is no future nihilist boi deep in the last 24hrs of the semester,8,-5,123,-0.21739130434782608,4 30
well it seems that staff members and students assist to free rats and mice that are caught in traps at the vet school please of you feel that way take them home with you ,0,1,173,0.029411764705882353,9 15
beijing ,0,0,9,0,9 15
 the fuck s wrong with you don t just stand there look at me what are you just gonna stand there and act useless all day tough bald contractor from south philly to the new recruit,2,-8,185,-0.2222222222222222,9 14
 i might not be thriving but i m aliving gabbie domingo,15,0,58,0,9 13
in lecture student sneezes professor bless you student sneezes again professor you only get one blessing a day see more,3,1,133,0.05,9 10
outside drl i don t want to be late it makes me uncomfortable ,35,-1,66,-0.07692307692307693,9 12
 do i look like a square bitch you a rhombus ,2,-3,50,-0.3,9 13
at frogro spongebob is just like a naive startup ceo ,4,0,56,0,9 13
 do you see that someone threw out an entire rotisserie chicken with garlic who does that near panera,0,0,106,0,9 13
not sure of the math but overseen at huntsman,80,0,46,0,9 7
rich international premed girl so like is trump debating tonight too ,3,4,73,0.36363636363636365,9 12
overheard in harnwell elevator jenny why don t you just get a nose piercing then girl 2 because i m not a degenerate jenny ,36,0,129,0,9 11
enthusiastic orgo prof when you draw a carbon with five bonds slap yourself but we pay attention to mental health so no self harm except in the case of the pentavalent carbon ,33,-1,181,-0.03125,9 9
abc moderator so should more americans follow your diet booker in spanish no ,0,-1,86,-0.07692307692307693,9 12
overheard bbb professor after explaining extremely complicated process extremely fast you don t really have to know this i mean just study it you ll get it i m sure ,1,0,170,0,9 12
male professor i know a lot more about prostate exams than breast exams and i can t believe i just said that ,1,0,115,0,9 12
boi who spends too much time on recruiting redacted looks good in her linkedin profile picture ,7,3,99,0.1875,9 12
prof does anyone here know the price of really good caviar class prof okay poor kids,13,1,89,0.0625,9 11
 they got me for 262 next year damn professor complaining about having to teach cis262 the coming spring ,17,-4,109,-0.2222222222222222,9 10
pottruck roof basketball courts are only closed because i got that massive drip ,3,0,82,0,9 11
overheard in mcclelland when i study i like to shove things in my mouth ,0,2,76,0.14285714285714285,9 11
at career fair girl 1 i am like please hire me girl 2 don t show desperation it doesn t work on tinder and it won t work here since when is tinder the gold standard of human behavior lol,12,13,196,0.325,9 10
 i remember being a kid coz halloween is my birthday an old soul lrsm ,0,0,72,0,9 11
i feel like bloomers is definitely a sexual entity overheard on locust,15,2,72,0.16666666666666666,9 7
overheard at pennapps what was his name again i keep forgetting oh you can just call him ml daddy ,10,0,102,0,9 7
during latin student does sero have the sexual connotation here teacher uhmm i m not sure what you mean by sexual connotation what else does it mean s semen noticeable silence see more,5,2,203,0.06060606060606061,9 10
engineering student i have no ethical concerns about this ,3,1,61,0.1111111111111111,9 9
overheard at the smokes senior class board event friend visiting from the uk nightlife at penn is lame af no one s dancing to the music or drinking everyone s just networking and asking each other how their summers went ,20,-2,225,-0.05,9 6
overheard in chem251 no one professor drawing molecules is so therapeutic i started drawing molecules in 2nd grade ,22,-1,119,-0.05555555555555555,9 4
heard in engineering soil is the worst thing for plants you put them into soil and they just die ,4,-6,100,-0.3157894736842105,9 4
overheard at the career fair fire alarm goes off no one moves and everyone continues what they re doing recruiter of course at penn people care more about jobs than a fire see more,31,-3,190,-0.08823529411764706,9 6
lauder family guy so i hope lauder college house will serve you well as your home wharton kids ,2,2,99,0.1111111111111111,9 9
rich international wharton kid so what s consulting is it just giving advice ,38,2,81,0.15384615384615385,8 25
 all english majors are poor broke and sad unless they go to law school then they re just sad ,50,-7,100,-0.3684210526315789,9 5
overheard at van pelt thanks michael,4,2,37,0.3333333333333333,9 9
spanish 212 teacher now that we re talking about this there s no word for threesome in spanish but french gets ten words for it it s not fair ,8,-3,146,-0.10344827586206896,9 6
 yea so the bottle said if swallowed or poured in eyes to call poison control overheard outside smokes,0,-2,106,-0.1111111111111111,9 8
nelc 150 professor parties are always the same but the bible is always new ,25,0,79,0,9 5
overheard on 40th and spruce frat boy 1 i had an actual girlfriend last semester frat boy 2 quote unquote motherf cker ,0,0,125,0,9 8
juniors in a freshman hall reunion we will either change the world or destroy the middle class ,1,-3,97,-0.17647058823529413,9 7
 where s new college house isn t it that green building some poor freshmen,0,-2,81,-0.14285714285714285,9 7
overheard on locust i don t understand why people have anxiety and depression that s not like going to help you more ,48,-2,123,-0.09090909090909091,9 4
 climate change debate i hate climate change let s talk about jobs the economy taxes overheard in the radian,5,-3,117,-0.15789473684210525,9 4
 the recent wsj college ranking requires a revision of hypsm now it stands for harvard yale penn stanford mit ,0,0,116,0,9 6
a wholesome 1am convo on locust i gotta grind bro don t grind for grades bro grind to learn ,39,0,101,0,8 31
ta what dialect of chinese do you speak confused student english ,0,-2,72,-0.18181818181818182,9 6
overheard in sobol wait do you take dining dollars ,17,0,55,0,9 3
 professor makes joke class is completely silent professor sometimes i ll throw in a joke or two and i guess you guys don t have to laugh but i d really appreciate it if you did ,9,7,185,0.19444444444444445,9 4
 if i wasn t me i wouldn t want to hang out with me either ,0,1,61,0.06666666666666667,9 5
some upperclassman looking around and clearly amazed so many new faces on locust ,0,3,86,0.23076923076923078,9 5
overheard after an info session i mostly bike around nowadays i am so busy i don t even have time to walk,0,0,107,0,9 5
 how can a five year old have that much clout ,1,0,47,0,9 5
during a convo on cis courses at 4 50 am idk bout you but some of these course difficulties are higher than my gpa ,41,0,117,0,9 1
 seductively hey matt you wanna see my tensor a couple of bois struggling with phys503,4,-2,92,-0.13333333333333333,9 4
 math is stupid dawg just blow that shit come get lunch ,4,-6,58,-0.5454545454545454,9 5
 i m never reading any garbage from harvard ever again ,0,-1,56,-0.1,9 5
 the legal studies department is full of grandpas of the cutest variety ,2,1,72,0.08333333333333333,9 4
overheard in willcaf working here is the ultimate sabs ps if u work in willcaf i love u,0,3,90,0.16666666666666666,9 5
i went back to my school in kentucky after nearly 3 months of internship at penn here is what i introduced myself to people me i was at university of pennsylvania doing an internship kentucky people oh penn state the ivy league school me ,5,0,250,0,9 4
student to a lecturer from drexel as everyone is packing up at 10 20 lecturer we still have 10 minutes left student sorry that s not how penn works ,36,-1,156,-0.034482758620689655,8 29
 is it just me or do you also get high after doing math problems ,19,-2,66,-0.14285714285714285,8 30
 i feel like there s a really niche fetish where girls are into men with big boobs some idiot,6,0,96,0,9 2
freshman 1 discussing insomnia cookies it s not a good lifestyle to have freshman 2 who cares we re all going to die one day ,24,0,133,0,8 29
while having lunch did you know that if you go to class you might actually learn shit ,1,-4,88,-0.23529411764705882,9 4
wharton kid talking about politics wait isn t kashmir in nepal ,18,0,71,0,8 24
freshman in huntsman do u know how to get out of this building i ve been trying for a while ,30,0,98,0,8 28
 is venmo a dating app ,21,0,24,0,8 26
 i m doing applied maths so the logic i use is not really logic ,3,0,64,0,9 2
context is eating chocolate chip brownies that s the wharton mentality you asked for more i said yeah sure took a piece off of yours and gave it back to you ,0,1,163,0.03225806451612903,9 3
 i found fucking mold in my room some freshman from the quad,36,-4,63,-0.3333333333333333,8 28
 what s a juul disoriented freshman,7,-2,39,-0.3333333333333333,9 2
 platonic grinding is a thing right ,48,0,38,0,8 25
some dude at stommons i didn t fuck my girl in a while and after i bust a nut i accidentally said thank you ,0,-4,110,-0.16666666666666666,9 1
 i got my mom addicted to njoy ,1,0,31,0,8 30
outside qdoba how you got white people making tacos ,3,0,54,0,9 1
 why is there a cow being struck by lightning in this textbook oh wait that s a man on a horse someone taking ese215,3,-1,122,-0.041666666666666664,9 1
franklin s table high pitched noise please help my brain is collapsing,0,1,71,0.08333333333333333,9 1
me and everybody in the lounge in speakman nothing rich international kid who lives in domus and is running for student government i understand your struggle ,0,0,163,0,9 1
jocelyn flores starts playing man i love x wharton student what the variable math major,0,3,94,0.2,9 1
tilted axis is that like benito mussolini,1,2,42,0.2857142857142857,8 31
 if we get our toilet replaced every week we never have to clean it ,9,2,68,0.14285714285714285,8 30
upperclassman 1 is that a freshman upperclassman 2 either that or a 12th grader visiting the school upperclassman 3 or a middle schooler fisher bennet hall see more,5,0,173,0,8 28
 she put her finger in my ear she put her finger in my ear it wasn t even wet it would have been better if it were wet ,1,2,123,0.07142857142857142,8 31
 leidy labs is the gateway to hell overheard outside towne,1,-4,59,-0.4,8 29
late night creative writing class guy i m in wharton professor wait what did you say guy wharton i m in wharton girl it s the business school here professor you said warden i haven t heard about that since my time in prison see more,1,0,250,0,8 30
 my brain s fried from working on cis 160 tbh gotta do some multivariable calc to unfry it ,7,0,92,0,8 29
guy in line at insomnia i think it s called the freshman 15 ,0,-2,65,-0.15384615384615385,8 30
 spruce street where s that posted for a friend ,14,1,52,0.1111111111111111,8 23
coming to penn implies suffering the rajiv gandhi,29,-2,51,-0.25,8 27
stem senior in shdh is this the mcneil building ,3,0,51,0,8 29
cis freshman days before finessing the system so it says no collaboration on the syllabus right but define collaboration ,0,-1,125,-0.05263157894736842,8 29
when you get old to the point where you can t lay eggs that s the point when you become a meat chicken they make chicken nuggets out of you ,0,0,142,0,8 29
 many of you seniors have gotten too used to courses where your opinions count dr schmidt in bibb251 today,4,0,109,0,8 28
 professor wearing a blazer and dress pants with running shoes so am i committing any crimes right now well maybe against fashion ,2,-2,139,-0.09090909090909091,8 28
 i like history but i want to be employed ,21,3,43,0.3333333333333333,8 27
 i m so tired but i m gonna try to sneak into a psychology lecture at 5 ,0,-2,73,-0.11764705882352941,8 28
 i got back at my ex by un endorsing her on linkedin ,23,0,54,0,7 16
 i like guys who are hot enough to be as douchey as they are ,41,2,62,0.14285714285714285,5 17
 in human physiology prof what is your understanding of physiology student uhh just high school level prof yeah same ,2,1,128,0.05263157894736842,8 27
i am thrilled to teach this class in an inverted yield curve structure i am so happy it is happening right now first day fnce,1,8,129,0.32,8 27
 i ve given up i m just going to eat now sad freshman in pret,32,-2,64,-0.13333333333333333,9 26
 groans i need to do code poor cis121 boy,7,-4,45,-0.4444444444444444,9 30
wharton student climate change is real but it s going to happen in fifty years we ll be dead anyways random student why are we dying so young wharton student wdym won t we be like 90 random student 18 50 is not 90 see more,28,-1,231,-0.021739130434782608,9 29
walking out of class in drl dude 1 hey i just looked up flights to unintelligible for spring break dude 2 how much dude 1 600 round trip dude 2 dude that s like basically free see more,40,3,200,0.07894736842105263,9 26
 siri how many days was 18 days ago girl in jmhh,3,0,53,0,9 29
 it s not sexual tension it s just tension ,1,-2,44,-0.2222222222222222,9 28
 libertarianism is astrology for men ,13,0,37,0,9 28
 i want to be proposed to in a conference room with a slide deck lonely wharton student,30,-1,90,-0.058823529411764705,9 28
overheard in italian after getting a question wrong student 1 dammit i wanna commit sudoku now student 2 that s the card game isn t it see more,2,-1,154,-0.03571428571428571,9 23
overheard in 375 are you a joseph wharton scholar no i m in m t ,15,-1,70,-0.06666666666666667,9 28
friend 1 oh oh is this tea friend 2 no it s not it s fucking chai ,41,-3,75,-0.17647058823529413,9 21
houston i m glad you changed your major instead of dropping out ,46,3,65,0.25,9 25
 swiping i should be sleeping girl with 4 midterms when asked about tinder,12,0,78,0,9 27
overheard in towne classroom someone came to pennapps from mauritius mauritius is literally the size of this room ,18,0,122,0,9 27
 guy last minute cramming for midterm are you sure thats what the textbook says then the slides are completely wrong i have zero confidence now what the fuck ,5,-4,163,-0.14285714285714285,9 27
 sleep is for the weak it s me i m weak ,42,-4,43,-0.36363636363636365,9 25
 no it wasn t racism or sexism it s more like socialism ,2,-2,66,-0.16666666666666666,9 27
some loud drunk girl at mcd s around 2am it s not like i m trying to brag or anything but idk i naturally attract men like should i try to look ugly ,3,-4,156,-0.12121212121212122,9 26
 maybe i should just become a software engineer the average salary is so much higher ,10,0,87,0,9 24
 wherever i hear the name cindy i just think of that thot from jimmy neutron ,27,0,78,0,9 24
https www facebook com events 469130857017096 ti icl buy and put my name will ship if needed ,0,0,98,0,9 27
thursday and friday in october fall break 4 days off,0,0,54,0,9 27
 ah you a good bitch you not a hoe no more student admiring his painting,9,0,76,0,9 25
 in high rise elevator looking at phone what exams are you studying for oh no this is ifunny ,2,0,99,0,9 24
 i don t need a good work ethic to get a job overheard outside huntsman,1,3,72,0.2,9 26
m t student can i do dmd as my engineering degree and huntsman as my wharton degree ,10,0,85,0,9 25
found on locust walk chem 241 reacts only,102,0,41,0,9 24
me i m in the nipple i m in bumblefuck in the quad my friend wait there s a house in the quad called bumblefuck ,0,1,119,0.04,9 25
girl fed up with the shit she has to do i m dying person next to her dw we re all gonna die eventually ,3,-10,110,-0.4166666666666667,9 24
 why are you guys always laughing this is a review session not a laughing session ta leading cis121 review session,29,4,119,0.2,9 24
oblivious international who is joe biden trump s vp right ,11,0,63,0,9 23
 someone enters bathroom in high rise wait i also have to pee can i just pee between your legs ,7,1,97,0.05263157894736842,9 21
 i have no feelings for him except for frustration and lust ,36,-3,60,-0.2727272727272727,9 20
 who s eric furda i thought it was dean furda ,30,0,51,0,9 23
person 1 so we can assume that it s arbitrarily close to zero person 2 aren t we all ,0,0,91,0,9 24
prof niedermeier mktg101 when u have a kid ur number one job is to keep him alive grow him up and get him into an ivy league edit timothy lim and to get to an ivy league the kid needs to be alive ,18,2,211,0.046511627906976744,9 23
overheard in huntsman i love how you pride yourself on how much you suffer ,2,1,77,0.07142857142857142,9 23
overheard at quad i m kinda a mini legend back home but i feel like i m nothing here ,21,2,90,0.10526315789473684,9 21
 the smashing pumpkins is like classic rock to you isn t it boy i m old ,0,2,74,0.125,9 24
 draws a heart is this the airbnb logo ,6,0,46,0,9 24
overheard in cis320 towne 100 is this intro to marketing ,8,0,62,0,9 23
no one literally no one eric furda the philadelphia eagles losing on sunday is the single greatest threat to the university of pennsylvania and this will hurt our admissions statistics for the upcoming calendar year i am appalled,5,-8,232,-0.21052631578947367,9 23
 group of girls talking about their ratchet ass nights one girl well this was nice i m gonna go to bible study now ,27,-1,119,-0.043478260869565216,9 22
professor blah blah blah blah 10 different people cough cough couugh coughhghhh ,71,-8,83,-0.6666666666666666,9 19
exam season x mark s cafe renovation desperation,1,0,50,0,9 23
outside of dke party bro raises his hands guys i am the big fucked up ,1,-3,74,-0.2,9 22
clueless wharton freshman what is hindi hindus speak hindi right ,31,-2,69,-0.2,9 22
overheard on locust on the one hand i m like feminism on the other hand i m like free food ,10,5,98,0.25,9 21
person 1 showing this to another person person 2 tbh i would rather have money and hellfire than no money and no hellfire ,16,-2,134,-0.08695652173913043,9 18
overheard in harnwell half naked guys are my specialty ,5,0,56,0,9 21
 the only way i get power is through alcohol that s definitely a way to leave life i approve of this drunk people on locust walk,0,-3,135,-0.11538461538461539,9 22
 i ve scored so much higher than the fucking harvard median on the lsat drunk guy on locust,7,-6,93,-0.3333333333333333,9 21
girl in class i love nespresso someone quietly fucking europeans ,33,-1,72,-0.1,9 19
 i think you should do shrooms this semester i mean what is stopping you nothing you got some ,17,-1,101,-0.05555555555555555,9 17
 i m a goldman sachs banker don t touch me in the midst of a fight at smokes,39,-1,81,-0.05555555555555555,9 18
 i did the same club in high school but i was a bigger deal then here i m just a chair there i was the whole fucking table ,11,-4,126,-0.14285714285714285,9 20
happy restaurant week ,81,3,28,1,9 15
girl 1 idk i think he s out of my league girl 2 he can t be out of your league you re in the same league the ivy league,2,0,123,0,9 18
in psych111 girl to professor so are ganglion cells like a real thing,2,2,74,0.15384615384615385,9 19
2am outside smokes girl wait i m buddhist guy you just said you re atheist girl well i mediate ,0,0,108,0,9 20
 if you could work 3 more hours a day and make 10 20k more or spend a couple hours with your son or daughter i mean like my dad never spent time with me and i think i turned out ok ,4,2,186,0.04878048780487805,9 19
 i mean if i was a drexel girl and there was a penn guy then hell yeah would you marry a drexel girl oh hell no ,11,-8,121,-0.3076923076923077,9 9
 you re gonna get a parasite i ll take a fucking chance okay explosion from microwave holy shit see more,4,-6,118,-0.3,9 18
overheard in huntsman hall i once made a burner linkedin to stalk people ,19,0,75,0,9 15
person 1 should i go work at mcdonald s person 2 dude you ll be fine i told you stop stressing person 1 confusion person 2 wait did you mean mcdonald s corporate like the company person 1 showing handshake yeah their finance department big l see more,46,5,270,0.10416666666666667,9 18
overseen in the quad,5,0,20,0,9 17
girl it s not that i don t like her it s that we re musically incompatible,11,2,76,0.11764705882352941,9 2
 i was feeling sick so i kept drinking and drinking and i swear the alcohol killed all the bad stuff in me ,54,-9,108,-0.4090909090909091,9 14
,129,0,0,0,9 14
person 1 he could make better use of his time enjoying himself or working person 2 but he s a senior at wharton there s no such thing as enjoyment and there s no such thing as work ,0,2,189,0.05263157894736842,9 18
 wait what do you sighs how did you not know that the first question they re gonna ask is walk me through your resume ocr reacts only ,3,0,142,0,9 18
 youve never been there at pcpe aren t you an econ major yeah no ,1,0,71,0,9 18
overheard in the 1920 commons restroom i pay 80 000 for this school and i can t even get a lock ,4,-1,102,-0.047619047619047616,9 16
 dude i just spend 120 in wawa ,63,0,33,0,8 22
girl 1 i have my first dp interview tomorrow girl 2 that sounds sexual where do i sign up ,5,0,94,0,9 17
 he hasn t texted me back yet so i think i did something right proud former tinder user,0,2,91,0.1111111111111111,9 18
overheard in harnwell and there i was on the fourth floor with a senior in gucci slides a rolex and an off white shirt doing lines off his macbook pro with a hundred dollar bill ,11,0,182,0,9 12
econ 101 so should we regulate the fees universities charge complete and utter silence i ll leave that for you to worry about ,4,-4,136,-0.17391304347826086,9 17
 why does this look so sexual girl looking at the tower of hanoi in cis 121,2,0,76,0,9 17
on locust walk one girl to another does nobody wear a bra on this campus ,36,0,74,0,9 11
 it s like playing chess with a pigeon no matter if you win or lose at the end of the day the pigeon just shits on the board an impassioned rant about homophobes,0,3,166,0.09090909090909091,9 17
student 1 i got 57 right and 8 wrong how is that a b student 2 well mathematically 5 minutes later student 2 wait what s 5 4 see more,0,-2,157,-0.06666666666666667,9 17
 a dinner table full of freshmen plague sufferers ,1,-5,53,-0.625,9 16
chinese man to indian man buddha you mean mahatma buddha wait it s siddarth right ,0,0,86,0,9 17
overheard in cis 120 i ll endorse you on linkedin if you endorse me back ,23,4,75,0.26666666666666666,9 16
,14,0,0,0,9 16
engineering prof we ll study theory this week and then the applications pay now win later kid next to me that s what she said ,4,3,134,0.12,9 17
loudly said by somebody upset over the changes to mark s cafe ew what the fuck this is not acceptable to me they ve literally replaced humans with machines ,3,-7,162,-0.2413793103448276,8 28
cis professor after putting a trick question on the quiz you don t need to be a sadist to be a professor but it helps ,7,2,122,0.08,9 12
 ,28,0,3,0,9 14
 have you tried being sober no that s gross ,13,-3,48,-0.3333333333333333,9 15
